"","year","Longitude","Latitude","optional"
"694",2018,-80.51,25.474,TRUE
"695",2018,-80.5211,25.4775,TRUE
"696",2018,-80.56378,25.48287,TRUE
"697",2018,-80.56379,25.48301,TRUE
"698",2018,-80.56379,25.48305,TRUE
"699",2018,-80.5634,25.4837,TRUE
"700",2018,-80.51314,25.60723,TRUE
"701",2018,-80.51318,25.60813,TRUE
"702",2018,-80.51236,25.60858,TRUE
"703",2007,-80.3243,25.73257,TRUE
"704",2016,-80.27216,25.67552,TRUE
"707",2017,-80.43371,25.74667,TRUE
"709",2014,-80.44032,25.94263,TRUE
"710",2017,-80.23292,25.78444,TRUE
"712",2019,-80.54221,25.48558,TRUE
"714",2019,-80.33298,25.5565,TRUE
"729",2019,-80.5639,25.48218,TRUE
"730",2019,-80.56036,25.51525,TRUE
"731",2019,-80.47441,25.434,TRUE
"732",2019,-80.47322,25.4336,TRUE
"733",2019,-80.52844,25.58591,TRUE
"734",2020,-80.52251,25.40705,TRUE
"735",2020,-80.55936,25.44191,TRUE
"737",2019,-80.56017,25.51579,TRUE
"738",2019,-80.56031,25.51537,TRUE
"739",2019,-80.56059,25.54989,TRUE
"742",2020,-80.55819,25.40326,TRUE
"743",2020,-80.5237,25.40775,TRUE
"744",2020,-80.52554,25.3863,TRUE
"745",2020,-80.55814,25.40324,TRUE
"746",2020,-80.52547,25.38147,TRUE
"747",2020,-80.55917,25.4174,TRUE
"748",2020,-80.55939,25.44369,TRUE
"750",2020,-80.55927,25.43775,TRUE
"751",2020,-80.5578,25.40373,TRUE
"753",2020,-80.38926,25.62746,TRUE
"755",2020,-80.56023,25.51575,TRUE
"756",2020,-80.49694,25.62389,TRUE
"760",2019,-80.49841,25.76074,TRUE
"761",2019,-80.52826,25.59495,TRUE
"762",2019,-80.52848,25.58592,TRUE
"763",2019,-80.5603,25.51547,TRUE
"764",2019,-80.5147,25.60603,TRUE
"765",2019,-80.5248,25.59787,TRUE
"766",2019,-80.5285,25.59152,TRUE
"767",2019,-80.5285,25.58903,TRUE
"768",2019,-80.5284,25.58503,TRUE
"769",2019,-80.5284,25.57902,TRUE
"770",2019,-80.51245,25.608,TRUE
"771",2019,-80.52488,25.59777,TRUE
"772",2019,-80.52538,25.59738,TRUE
"773",2019,-80.5262,25.59666,TRUE
"774",2019,-80.5284,25.58627,TRUE
"775",2019,-80.52842,25.58519,TRUE
"776",2019,-80.52841,25.5836,TRUE
"777",2019,-80.52841,25.58241,TRUE
"778",2019,-80.54159,25.56711,TRUE
"779",2019,-80.5607,25.54955,TRUE
"780",2019,-80.56036,25.52757,TRUE
"781",2019,-80.56022,25.5191,TRUE
"782",2019,-80.56382,25.48227,TRUE
"783",2019,-80.51243,25.60806,TRUE
"784",2019,-80.56063,25.54992,TRUE
"785",2019,-80.47445,25.43408,TRUE
"786",2019,-80.47308,25.43333,TRUE
"787",2019,-80.51239,25.60832,TRUE
"788",2019,-80.5637,25.48377,TRUE
"789",2019,-80.47444,25.43403,TRUE
"809",2019,-80.47772,25.76596,TRUE
"810",2018,-80.49841,25.76072,TRUE
"811",2018,-80.3543,25.4896,TRUE
"812",2018,-80.3634,25.4895,TRUE
"813",2020,-80.32773,25.63302,TRUE
"817",2017,-80.30753,25.73966,TRUE
"818",2017,-80.29601,25.72659,TRUE
"819",2017,-80.46369,25.72623,TRUE
"821",2017,-80.30697,25.61113,TRUE
"822",2017,-80.38008,25.75389,TRUE
"823",2000,-80.27395,25.65999,TRUE
"824",2017,-80.28715,25.67151,TRUE
"827",2017,-80.31987,25.60826,TRUE
"828",2017,-80.3091,25.67419,TRUE
"829",2017,-80.31145,25.74216,TRUE
"831",2017,-80.47401,25.44303,TRUE
"832",2017,-80.47283,25.43312,TRUE
"834",2017,-80.36946,25.74686,TRUE
"838",2016,-80.34731,25.46228,TRUE
"840",2017,-80.15203,25.93909,TRUE
"841",2017,-80.44524,25.51905,TRUE
"842",2017,-80.27354,25.67756,TRUE
"843",2017,-80.44719,25.46481,TRUE
"844",2016,-80.27238,25.68126,TRUE
"845",2016,-80.37986,25.75412,TRUE
"846",2016,-80.379,25.75581,TRUE
"848",2016,-80.34936,25.69655,TRUE
"852",2016,-80.21107,25.74322,TRUE
"853",2011,-80.15138,25.93847,TRUE
"854",2011,-80.1528,25.94073,TRUE
"856",2016,-80.44476,25.47575,TRUE
"860",2016,-80.40868,25.75467,TRUE
"863",2016,-80.27156,25.6757,TRUE
"865",2016,-80.52348,25.40773,TRUE
"869",2014,-80.27573,25.67659,TRUE
"870",2004,-80.28448,25.6824,TRUE
"871",2013,-80.39005,25.7619,TRUE
"872",2006,-80.27738,25.68538,TRUE
"875",2011,-80.27367,25.67733,TRUE
"879",2019,-80.5237,25.40781,TRUE
"885",2019,-80.31775,25.63604,TRUE
"886",2019,-80.3178,25.63605,TRUE
"890",2020,-80.55944,25.44618,TRUE
"891",2020,-80.55931,25.42717,TRUE
"892",2020,-80.55933,25.44185,TRUE
"893",2020,-80.52546,25.36193,TRUE
"894",2020,-80.52332,25.40782,TRUE
"895",2020,-80.56241,25.45674,TRUE
"896",2020,-80.55938,25.44193,TRUE
"903",2020,-80.52078,25.404,TRUE
"904",2020,-80.55808,25.40307,TRUE
"905",2020,-80.52439,25.39597,TRUE
"906",2020,-80.55812,25.40327,TRUE
"907",2020,-80.55933,25.44028,TRUE
"908",2020,-80.45269,25.44074,TRUE
